@RELATION fitness

@ATTRIBUTE attribute_predictions STRING
@ATTRIBUTE objectsFound STRING
@ATTRIBUTE class {fitness}

@DATA
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, glossy, stressful","locker_room, gymnasium/indoor",fitness
"no horizon, natural light, man-made, open area, enclosed area, cloth, vertical components, playing, plastic","?",fitness
"no horizon, man-made, enclosed area, natural light, cloth, working, plastic, wood, competing","sandbox",fitness
"no horizon, enclosed area, cloth, man-made, indoor lighting, competing, working, exercise, sports","martial_arts_gym",fitness
"man-made, no horizon, enclosed area, cloth, wood, natural light, indoor lighting, open area, reading","?",fitness
"no horizon, man-made, enclosed area, cloth, competing, indoor lighting, sports, exercise, glossy","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, indoor lighting, metal, cloth, competing, glossy, working","martial_arts_gym, boxing_ring",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, metal, cloth, glossy, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, natural light, indoor lighting, glossy, working","gymnasium/indoor, bus_interior",fitness
"man-made, no horizon, enclosed area, cloth, working, natural light, glossy, metal, plastic","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, glass, natural light, metal, working, vertical components","?",fitness
"no horizon, natural light, open area, dry, dirt, dirty, warm, natural, man-made","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, carpet, exercise, training","?",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, competing, sports, glossy, exercise","martial_arts_gym, gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, metal, working, natural light, glossy, using tools, indoor lighting","?",fitness
"man-made, no horizon, enclosed area, cloth, metal, glossy, natural light, working, glass","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, working, sports, natural light","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, glossy, working, competing, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, sports, exercise, congregating","gymnasium/indoor",fitness
"no horizon, man-made, cloth, enclosed area, competing, sports, natural light, exercise, congregating","?",fitness
"man-made, natural light, no horizon, open area, cloth, cold, sunny, enclosed area, plastic","?",fitness
"open area, natural light, sunny, man-made, dry, far-away horizon, dirt, grass, rugged scene","?",fitness
"no horizon, man-made, cloth, enclosed area, natural light, competing, open area, sports, dry","?",fitness
"no horizon, man-made, enclosed area, natural light, cloth, open area, working, dry, medical activity","beauty_salon",fitness
"no horizon, cloth, indoor lighting, man-made, congregating, enclosed area, socializing, spectating, competing","?",fitness
"man-made, natural light, open area, sunny, touring, vegetation, grass, foliage, no horizon","?",fitness
"no horizon, man-made, cloth, enclosed area, shopping, indoor lighting, socializing, plastic, natural light","beauty_salon",fitness
"man-made, no horizon, natural light, open area, cloth, sunny, warm, far-away horizon, diving","beauty_salon",fitness
"no horizon, man-made, cloth, enclosed area, indoor lighting, natural light, competing, open area, sports","arena/performance",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, stressful, scary, plastic","discotheque, beauty_salon",fitness
"cloth, no horizon, man-made, enclosed area, natural light, working, competing, stressful, indoor lighting","beauty_salon",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, competing, indoor lighting, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, competing, sports, exercise, cloth, indoor lighting, asphalt","gymnasium/indoor, boxing_ring",fitness
"no horizon, man-made, enclosed area, cloth, working, glass, metal, natural light, wood","beauty_salon",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, competing, natural light, indoor lighting","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, working, sports, exercise, indoor lighting","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, metal, glossy, cloth, plastic","gymnasium/indoor",fitness
"natural light, man-made, open area, foliage, vegetation, leaves, trees, sunny, cloth","?",fitness
"man-made, natural light, open area, sunny, clouds, dry, wood, far-away horizon, metal","?",fitness
"no horizon, man-made, cloth, enclosed area, natural light, working, metal, exercise, competing","gymnasium/indoor",fitness
"natural light, open area, man-made, sunny, clouds, grass, metal, trees, vegetation","playground, water_park",fitness
"no horizon, enclosed area, man-made, indoor lighting, competing, cloth, sports, exercise, glossy","gymnasium/indoor, boxing_ring",fitness
"no horizon, man-made, enclosed area, cloth, competing, working, indoor lighting, stressful, congregating","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, wood, glass, natural light, plastic","beauty_salon",fitness
"man-made, natural light, no horizon, open area, metal, wood, vertical components, sunny, shingles","barndoor",fitness
"no horizon, man-made, natural light, wood, enclosed area, cloth, open area, metal, fencing","barndoor",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, stressful, congregating, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, competing, cloth, exercise, sports, indoor lighting, glossy","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, competing, grass, playing, sports, exercise, natural light","recreation_room",fitness
"no horizon, man-made, natural light, cloth, enclosed area, competing, open area, sports, exercise","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, indoor lighting, glossy, metal, working, cloth, vertical components","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, glossy, cloth, metal, glass","gymnasium/indoor, beauty_salon",fitness
"no horizon, enclosed area, man-made, indoor lighting, vertical components, competing, cloth, glossy, exercise","locker_room",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, competing, exercise","gymnasium/indoor",fitness
"man-made, no horizon, metal, enclosed area, cloth, working, natural light, using tools, vertical components","gymnasium/indoor",fitness
"no horizon, natural light, competing, sports, cloth, exercise, open area, man-made, enclosed area","boxing_ring, martial_arts_gym",fitness
"man-made, no horizon, natural light, enclosed area, cloth, metal, glass, vertical components, working","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, cloth, glossy, metal, glass","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, competing, grass, playing, sports, exercise, natural light","recreation_room",fitness
"man-made, natural light, open area, sunny, clouds, far-away horizon, wood, dry, warm","?",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, metal, cloth, exercise, glossy","gymnasium/indoor",fitness
"no horizon, man-made, natural light, enclosed area, wood, cloth, glass, brick, vertical components","?",fitness
"no horizon, man-made, enclosed area, metal, cloth, working, vertical components, using tools, indoor lighting","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, glossy, competing, exercise, working","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, glossy, competing, working, stressful","?",fitness
"no horizon, man-made, enclosed area, cloth, competing, exercise, sports, natural light, open area","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, indoor lighting, socializing, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, sports, exercise, metal","martial_arts_gym, gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, vertical components, working, indoor lighting, cloth, using tools","jail_cell",fitness
"man-made, no horizon, enclosed area, metal, cloth, natural light, competing, working, using tools","gymnasium/indoor, playground",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, working, metal, competing, using tools","gymnasium/indoor",fitness
"enclosed area, man-made, no horizon, metal, glossy, cloth, working, indoor lighting, competing","?",fitness
"no horizon, man-made, natural light, enclosed area, cloth, wood, glass, brick, metal","?",fitness
"no horizon, man-made, cloth, enclosed area, metal, working, natural light, vertical components, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, metal, matte, competing","?",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, metal, working, competing, vertical components","boxing_ring, jail_cell",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, metal, exercise, working","jail_cell",fitness
"no horizon, man-made, enclosed area, cloth, glass, working, natural light, metal, socializing","gymnasium/indoor, beauty_salon",fitness
"man-made, no horizon, enclosed area, natural light, cloth, vertical components, aged, wood, metal","jail_cell",fitness
"no horizon, man-made, enclosed area, natural light, cloth, wood, concrete, glass, pavement","?",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, competing, using tools, sports","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, glossy, competing, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, using tools, metal, stressful","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, wood, natural light, glass","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, metal, cloth, indoor lighting, working, glossy, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, glossy, working, sports","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, natural light, working, stressful, competing","?",fitness
"man-made, open area, no horizon, natural light, clouds, indoor lighting, grass, touring, sunny","?",fitness
"no horizon, man-made, natural light, open area, enclosed area, cloth, indoor lighting, sunny, dry","?",fitness
"no horizon, man-made, cloth, enclosed area, competing, congregating, spectating, indoor lighting, sports","arena/performance",fitness
"no horizon, man-made, enclosed area, indoor lighting, aged, symmetrical, vertical components, praying, scary","catacomb",fitness
"man-made, no horizon, cloth, natural light, open area, enclosed area, indoor lighting, working, competing","beauty_salon",fitness
"man-made, no horizon, natural light, plastic, cloth, enclosed area, open area, touring, metal","toyshop",fitness
"man-made, natural light, open area, no horizon, touring, sunny, vertical components, dry, plastic","?",fitness
"no horizon, man-made, cloth, natural light, open area, enclosed area, shopping, plastic, dry","?",fitness
"no horizon, man-made, enclosed area, cloth, natural light, indoor lighting, competing, open area, sports","?",fitness
"no horizon, man-made, natural light, enclosed area, plastic, cloth, shopping, touring, glass","toyshop",fitness
"no horizon, man-made, cloth, enclosed area, natural light, open area, dry, sunny, warm","?",fitness
"man-made, no horizon, natural light, open area, metal, cloth, sunny, foliage, trees","?",fitness
"no horizon, man-made, enclosed area, cloth, congregating, spectating, natural light, plastic, socializing","classroom",fitness
"cloth, no horizon, man-made, natural light, enclosed area, open area, working, competing, stressful","beauty_salon",fitness
"natural light, man-made, open area, no horizon, cloth, sunny, dry, working, competing","beauty_salon",fitness
"man-made, no horizon, cloth, enclosed area, open area, natural light, competing, indoor lighting, sports","?",fitness
"no horizon, cloth, enclosed area, man-made, congregating, competing, indoor lighting, spectating, stressful","martial_arts_gym",fitness
"no horizon, man-made, cloth, enclosed area, competing, indoor lighting, sports, open area, natural light","arena/performance",fitness
"no horizon, enclosed area, man-made, cloth, dry, indoor lighting, warm, sand, competing","?",fitness
"no horizon, man-made, enclosed area, natural light, cloth, dry, aged, dirt, dirty","jail_cell",fitness
"no horizon, man-made, enclosed area, grass, competing, playing, sports, exercise, natural light","recreation_room",fitness
"no horizon, man-made, enclosed area, indoor lighting, metal, glossy, working, vertical components, cloth","?",fitness
"man-made, enclosed area, no horizon, cloth, working, metal, indoor lighting, competing, stressful","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, competing, exercise, vertical components, working","gymnasium/indoor",fitness
"man-made, natural light, open area, no horizon, cloth, wood, sunny, clouds, railing","?",fitness
"man-made, no horizon, natural light, enclosed area, cloth, metal, working, competing, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, metal, working, indoor lighting, using tools, glossy","gymnasium/indoor, locker_room",fitness
"no horizon, enclosed area, man-made, cloth, glossy, working, indoor lighting, metal, glass","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, exercise, sports, working","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, glossy, cloth, competing, exercise, indoor lighting","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, competing, congregating, stressful","gymnasium/indoor, beauty_salon",fitness
"man-made, natural light, open area, sunny, wood, no horizon, clouds, shingles, vertical components","?",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, competing, sports, exercise, working","martial_arts_gym",fitness
"enclosed area, man-made, no horizon, metal, glossy, cloth, indoor lighting, working, competing","?",fitness
"man-made, no horizon, natural light, open area, cloth, competing, sports, sunny, grass","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, indoor lighting, stressful, matte","?",fitness
"no horizon, man-made, natural light, open area, cloth, grass, playing, competing, trees","?",fitness
"no horizon, enclosed area, man-made, cloth, metal, working, using tools, stressful, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, competing, metal, cloth, sports, exercise","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, metal, competing, glossy","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, working, competing, indoor lighting, congregating, stressful","gymnasium/indoor",fitness
"man-made, no horizon, natural light, enclosed area, vertical components, open area, cloth, metal, glossy","?",fitness
"enclosed area, no horizon, man-made, cloth, wood, indoor lighting, reading, carpet, competing","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, metal, sports, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, glass, wood, natural light, metal","beauty_salon",fitness
"no horizon, man-made, enclosed area, indoor lighting, competing, cloth, sports, exercise, natural light","martial_arts_gym",fitness
"man-made, natural light, no horizon, open area, trees, foliage, playing, leaves, grass","volleyball_court/outdoor",fitness
"no horizon, man-made, enclosed area, natural light, cloth, metal, glass, exercise, competing","jail_cell",fitness
"no horizon, man-made, natural light, enclosed area, cloth, wood, glass, brick, vertical components","?",fitness
"man-made, no horizon, cloth, natural light, enclosed area, open area, competing, sports, sunny","martial_arts_gym, boxing_ring",fitness
"no horizon, enclosed area, man-made, metal, indoor lighting, working, cloth, glossy, using tools","gymnasium/indoor",fitness
"no horizon, man-made, cloth, enclosed area, working, competing, metal, using tools, indoor lighting","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, working, sports, glossy","booth/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, working, competing, glossy, stressful","?",fitness
"no horizon, man-made, enclosed area, cloth, metal, natural light, competing, working, sports","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, natural light, working, competing, metal, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, glossy, working, matte, cloth, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, exercise, metal, sports","?",fitness
"natural light, man-made, open area, no horizon, trees, foliage, playing, competing, grass","volleyball_court/outdoor",fitness
"man-made, natural light, no horizon, enclosed area, cloth, metal, glass, open area, working","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, natural light, cloth, wood, concrete, pavement, dry","?",fitness
"man-made, natural light, open area, sunny, clouds, wood, no horizon, far-away horizon, dry","?",fitness
"natural light, man-made, no horizon, open area, grass, trees, foliage, vegetation, leaves","?",fitness
"man-made, no horizon, natural light, cloth, open area, competing, enclosed area, aged, brick","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, exercise, sports, metal","?",fitness
"man-made, natural light, no horizon, open area, grass, competing, sports, trees, vertical components","kennel/outdoor, playground",fitness
"open area, natural light, man-made, no horizon, clouds, sunny, touring, vertical components, natural","underwater/ocean_deep",fitness
"no horizon, man-made, indoor lighting, competing, enclosed area, spectating, asphalt, cloth, shopping","?",fitness
"no horizon, enclosed area, man-made, cloth, metal, working, vertical components, indoor lighting, stressful","jail_cell",fitness
"man-made, no horizon, enclosed area, metal, natural light, competing, cloth, exercise, sports","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, competing, metal, working, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, sports, glossy, exercise","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, metal, natural light, glossy, glass, indoor lighting, cloth","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, metal, glossy, competing, working","martial_arts_gym, boxing_ring",fitness
"man-made, no horizon, indoor lighting, enclosed area, cloth, glossy, working, metal, socializing","?",fitness
"no horizon, open area, man-made, dry, natural light, natural, enclosed area, warm, dirt","?",fitness
"no horizon, man-made, open area, natural light, competing, indoor lighting, spectating, natural, enclosed area","arena/performance",fitness
"no horizon, natural light, man-made, open area, dry, rugged scene, dirt, cloth, warm","?",fitness
"no horizon, man-made, cloth, enclosed area, congregating, natural light, working, indoor lighting, stressful","legislative_chamber",fitness
"natural light, man-made, no horizon, open area, cloth, sunny, warm, plastic, far-away horizon","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, spectating, sports, glossy","arena/performance",fitness
"cloth, no horizon, man-made, enclosed area, natural light, indoor lighting, competing, open area, warm","arena/performance",fitness
"no horizon, man-made, grass, natural light, enclosed area, cloth, open area, competing, playing","office_cubicles",fitness
"no horizon, enclosed area, man-made, cloth, warm, natural light, open area, sunny, dry","?",fitness
"man-made, no horizon, natural light, cloth, open area, competing, touring, enclosed area, sports","?",fitness
"man-made, no horizon, natural light, competing, cloth, open area, sports, sunny, touring","arena/performance",fitness
"man-made, no horizon, natural light, open area, cloth, sunny, warm, touring, plastic","?",fitness
"no horizon, enclosed area, cloth, man-made, plastic, warm, shopping, indoor lighting, paper","beauty_salon",fitness
"no horizon, man-made, cloth, enclosed area, natural light, shopping, plastic, working, indoor lighting","fabric_store",fitness
"no horizon, man-made, enclosed area, metal, working, natural light, cloth, indoor lighting, glossy","?",fitness
"no horizon, man-made, cloth, enclosed area, competing, natural light, working, plastic, sports","booth/indoor",fitness
"no horizon, man-made, enclosed area, natural light, metal, open area, indoor lighting, vertical components, glass","?",fitness
"man-made, no horizon, natural light, open area, indoor lighting, glossy, touring, competing, enclosed area","?",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, open area, natural light, congregating, touring","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, metal, cloth, working, competing, glossy","server_room",fitness
"man-made, no horizon, cloth, enclosed area, natural light, working, indoor lighting, open area, competing","?",fitness
"cloth, man-made, open area, no horizon, enclosed area, natural light, sunny, working, indoor lighting","booth/indoor",fitness
"natural light, cloth, open area, no horizon, cold, snow, competing, sports, man-made","ice_skating_rink/outdoor",fitness
"no horizon, man-made, enclosed area, metal, indoor lighting, glossy, competing, sports, matte","?",fitness
"natural light, open area, cloth, man-made, sunny, no horizon, far-away horizon, competing, warm","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, scary, smoke, vertical components, plastic","beauty_salon",fitness
"man-made, no horizon, enclosed area, natural light, cloth, metal, glass, vertical components, working","gymnasium/indoor",fitness
"no horizon, open area, man-made, natural light, enclosed area, cloth, natural, dry, warm","beauty_salon",fitness
"man-made, no horizon, enclosed area, competing, natural light, metal, cloth, exercise, sports","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, metal, competing, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, glossy, glass, metal, working","gymnasium/indoor",fitness
"no horizon, man-made, metal, enclosed area, competing, using tools, sports, vertical components, cloth","playground",fitness
"man-made, no horizon, enclosed area, cloth, metal, working, indoor lighting, glossy, vertical components","jail_cell",fitness
"man-made, natural light, open area, no horizon, trees, foliage, playing, leaves, metal","playground",fitness
"no horizon, man-made, enclosed area, cloth, metal, natural light, working, stressful, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, natural light, open area, metal, competing, glossy, matte","gymnasium/indoor, beauty_salon",fitness
"man-made, no horizon, natural light, wood, enclosed area, metal, open area, cloth, vertical components","barndoor",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, using tools, competing, natural light","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, working, cloth, indoor lighting, metal, glossy, using tools","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, metal, glass, working, natural light, vertical components","jail_cell",fitness
"no horizon, man-made, enclosed area, metal, glossy, indoor lighting, working, transporting, using tools","?",fitness
"no horizon, man-made, enclosed area, cloth, competing, sports, spectating, exercise, congregating","gymnasium/indoor, martial_arts_gym",fitness
"no horizon, enclosed area, man-made, indoor lighting, vertical components, competing, glossy, cloth, metal","locker_room",fitness
"no horizon, enclosed area, competing, cloth, sports, swimming, exercise, still water, boating","martial_arts_gym",fitness
"natural light, open area, foliage, trees, leaves, vegetation, man-made, sunny, no horizon","volleyball_court/outdoor",fitness
"man-made, no horizon, enclosed area, glossy, cloth, natural light, metal, indoor lighting, competing","gymnasium/indoor",fitness
"cloth, natural light, open area, competing, sunny, no horizon, sports, man-made, exercise","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, working, glossy, sports","martial_arts_gym",fitness
"enclosed area, no horizon, man-made, indoor lighting, metal, glossy, working, matte, transporting","?",fitness
"no horizon, man-made, enclosed area, cloth, working, natural light, metal, warm, stressful","beauty_salon",fitness
"no horizon, man-made, enclosed area, natural light, cloth, wood, dry, warm, concrete","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, competing, stressful","?",fitness
"man-made, natural light, no horizon, trees, open area, foliage, leaves, vegetation, grass","kennel/outdoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, sports, exercise, glossy","?",fitness
"enclosed area, no horizon, man-made, indoor lighting, competing, glossy, cloth, exercise, sports","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, competing, exercise, working, sports","gymnasium/indoor, jail_cell",fitness
"natural light, open area, foliage, vegetation, trees, leaves, grass, man-made, sunny","rice_paddy",fitness
"man-made, no horizon, natural light, enclosed area, metal, cloth, vertical components, glass, glossy","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, cloth, working, indoor lighting, metal, glossy, glass","gymnasium/indoor",fitness
"no horizon, man-made, natural light, enclosed area, wood, cloth, railing, brick, metal","?",fitness
"man-made, no horizon, enclosed area, natural light, cloth, metal, glass, vertical components, reading","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, vertical components, sports, exercise","shower",fitness
"enclosed area, man-made, no horizon, metal, glossy, working, indoor lighting, cloth, natural light","?",fitness
"no horizon, enclosed area, man-made, cloth, metal, competing, working, exercise, sports","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, natural light, cloth, wood, concrete, dry, pavement","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, carpet, concrete, asphalt","?",fitness
"no horizon, enclosed area, man-made, cloth, competing, exercise, sports, indoor lighting, training","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, metal, cloth, indoor lighting, working, glossy, wood","gymnasium/indoor",fitness
"man-made, no horizon, natural light, cloth, open area, metal, enclosed area, vertical components, trees","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, competing, stressful, matte","boxing_ring",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, metal, competing, using tools, aged","jail_cell",fitness
"no horizon, man-made, enclosed area, competing, cloth, indoor lighting, sports, exercise, glossy","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, competing, glossy, exercise, sports","gymnasium/indoor",fitness
"no horizon, man-made, metal, enclosed area, plastic, working, glossy, using tools, natural light","amusement_arcade",fitness
"enclosed area, no horizon, man-made, competing, indoor lighting, sports, metal, exercise, cloth","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, working, indoor lighting, metal, cloth, competing, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, grass, foliage, socializing","?",fitness
"man-made, no horizon, enclosed area, metal, natural light, working, cloth, competing, glossy","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, wood, cloth, natural light, glass, reading, horizontal components","sauna",fitness
"no horizon, man-made, enclosed area, working, cloth, metal, glossy, glass, indoor lighting","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, metal, cloth, natural light, glossy, indoor lighting, glass","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, working, cloth, indoor lighting, competing, metal, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, natural light, wood, cloth, dirty, concrete, horizontal components","?",fitness
"no horizon, man-made, enclosed area, working, cloth, metal, indoor lighting, glossy, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, glossy, working, exercise","gymnasium/indoor",fitness
"no horizon, man-made, natural light, wood, open area, cloth, fencing, vertical components, enclosed area","barndoor",fitness
"no horizon, man-made, enclosed area, cloth, natural light, open area, working, indoor lighting, stressful","?",fitness
"natural light, open area, man-made, sunny, far-away horizon, cloth, competing, no horizon, congregating","?",fitness
"no horizon, man-made, natural light, open area, cloth, enclosed area, grass, sunny, competing","stage/outdoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, glass, glossy, natural light, natural, metal","?",fitness
"no horizon, man-made, enclosed area, cloth, competing, indoor lighting, sports, natural light, exercise","?",fitness
"open area, natural light, man-made, far-away horizon, no horizon, sunny, natural, dry, clouds","?",fitness
"man-made, natural light, no horizon, cloth, open area, sunny, warm, plastic, touring","?",fitness
"no horizon, man-made, natural light, cloth, open area, competing, sunny, sports, working","booth/indoor",fitness
"no horizon, enclosed area, man-made, wood, vertical components, metal, paper, natural light, shopping","jail_cell, kennel/outdoor",fitness
"open area, no horizon, man-made, natural light, indoor lighting, natural, rugged scene, warm, clouds","volcano",fitness
"man-made, no horizon, open area, natural light, enclosed area, plastic, competing, cloth, sports","playroom",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, plastic, working, glossy, congregating","beauty_salon, discotheque",fitness
"no horizon, man-made, natural light, cloth, open area, socializing, sunny, congregating, warm","booth/indoor",fitness
"no horizon, man-made, cloth, enclosed area, socializing, natural light, indoor lighting, eating, wood","beauty_salon",fitness
"no horizon, cloth, enclosed area, man-made, indoor lighting, plastic, socializing, shopping, natural light","?",fitness
"no horizon, enclosed area, man-made, natural, open area, natural light, dry, far-away horizon, indoor lighting","?",fitness
"no horizon, cloth, man-made, natural light, open area, enclosed area, plastic, warm, touring","beauty_salon",fitness
"no horizon, enclosed area, cloth, man-made, indoor lighting, plastic, working, paper, warm","beauty_salon",fitness
"man-made, no horizon, natural light, cloth, open area, competing, sports, enclosed area, sunny","martial_arts_gym, boxing_ring",fitness
"no horizon, man-made, enclosed area, metal, indoor lighting, working, glossy, vertical components, glass","operating_room",fitness
"no horizon, man-made, enclosed area, working, metal, cloth, indoor lighting, glossy, stressful","gymnasium/indoor",fitness
"man-made, natural light, open area, sunny, clouds, wood, far-away horizon, no horizon, dry","?",fitness
"man-made, no horizon, metal, enclosed area, vertical components, cloth, natural light, competing, exercise","gymnasium/indoor",fitness
"man-made, no horizon, natural light, cloth, open area, competing, sports, enclosed area, sunny","martial_arts_gym",fitness
"natural light, open area, man-made, grass, vegetation, foliage, trees, leaves, sunny","playground",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, working, natural light, sports","?",fitness
"no horizon, enclosed area, man-made, cloth, competing, indoor lighting, working, exercise, sports","martial_arts_gym",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, exercise, sports, metal","?",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, metal, working, glossy, competing","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, glossy, competing, dry, wood","?",fitness
"no horizon, enclosed area, man-made, cloth, competing, working, indoor lighting, metal, stressful","martial_arts_gym, boxing_ring",fitness
"no horizon, man-made, enclosed area, metal, cloth, working, competing, indoor lighting, using tools","stage/outdoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, glossy, competing, working, exercise","gymnasium/indoor",fitness
